date,province,district_or_city,scenario,rainfall_mm
2031-05,Sindh,Karachi,ssp245,105.7
2031-06,Sindh,Karachi,ssp245,100.6
2031-07,Sindh,Karachi,ssp245,85.1
2031-08,Sindh,Karachi,ssp245,74.8
2031-09,Sindh,Karachi,ssp245,47.5
2031-10,Sindh,Karachi,ssp245,54.9
2031-11,Sindh,Karachi,ssp245,63.9
2031-12,Sindh,Karachi,ssp245,76.5
2032-01,Sindh,Karachi,ssp245,70.6
2032-02,Sindh,Karachi,ssp245,98.3
2032-03,Sindh,Karachi,ssp245,116.7
2032-04,Sindh,Karachi,ssp245,108.5
2032-05,Sindh,Karachi,ssp245,105.9
2032-06,Sindh,Karachi,ssp245,101.1
2032-07,Sindh,Karachi,ssp245,86.6
2032-08,Sindh,Karachi,ssp245,77.4
2032-09,Sindh,Karachi,ssp245,63.0
2032-10,Sindh,Karachi,ssp245,60.3
2032-11,Sindh,Karachi,ssp245,56.0
2032-12,Sindh,Karachi,ssp245,70.6
2033-01,Sindh,Karachi,ssp245,95.6
2033-02,Sindh,Karachi,ssp245,96.2
2033-03,Sindh,Karachi,ssp245,106.0
2033-04,Sindh,Karachi,ssp245,106.9
2033-05,Sindh,Karachi,ssp245,114.3
2033-06,Sindh,Karachi,ssp245,91.1
2033-07,Sindh,Karachi,ssp245,93.2
2033-08,Sindh,Karachi,ssp245,64.8
2033-09,Sindh,Karachi,ssp245,54.4
2033-10,Sindh,Karachi,ssp245,61.7
2033-11,Sindh,Karachi,ssp245,64.6
2033-12,Sindh,Karachi,ssp245,75.5
2034-01,Sindh,Karachi,ssp245,94.9
2034-02,Sindh,Karachi,ssp245,95.4
2034-03,Sindh,Karachi,ssp245,112.2
2034-04,Sindh,Karachi,ssp245,104.3
2034-05,Sindh,Karachi,ssp245,119.2
2034-06,Sindh,Karachi,ssp245,104.6
2034-07,Sindh,Karachi,ssp245,91.0
2034-08,Sindh,Karachi,ssp245,75.2
2034-09,Sindh,Karachi,ssp245,57.7
2034-10,Sindh,Karachi,ssp245,58.2
2034-11,Sindh,Karachi,ssp245,68.7
2034-12,Sindh,Karachi,ssp245,73.8
2035-01,Sindh,Karachi,ssp245,88.0
2035-02,Sindh,Karachi,ssp245,88.4
2035-03,Sindh,Karachi,ssp245,110.9
2035-04,Sindh,Karachi,ssp245,107.1
2035-05,Sindh,Karachi,ssp245,100.4
2035-06,Sindh,Karachi,ssp245,98.9
2035-07,Sindh,Karachi,ssp245,71.8
2035-08,Sindh,Karachi,ssp245,80.5
2035-09,Sindh,Karachi,ssp245,72.4
2035-10,Sindh,Karachi,ssp245,61.4
2035-11,Sindh,Karachi,ssp245,57.1
2035-12,Sindh,Karachi,ssp245,67.0
2036-01,Sindh,Karachi,ssp245,86.6
2036-02,Sindh,Karachi,ssp245,80.4
2036-03,Sindh,Karachi,ssp245,111.9
2036-04,Sindh,Karachi,ssp245,119.5
2036-05,Sindh,Karachi,ssp245,107.9
2036-06,Sindh,Karachi,ssp245,97.0
2036-07,Sindh,Karachi,ssp245,89.9
2036-08,Sindh,Karachi,ssp245,78.5
2036-09,Sindh,Karachi,ssp245,75.4
2036-10,Sindh,Karachi,ssp245,63.0
2036-11,Sindh,Karachi,ssp245,60.6
2036-12,Sindh,Karachi,ssp245,72.0
2037-01,Sindh,Karachi,ssp245,90.4
2037-02,Sindh,Karachi,ssp245,114.9
2037-03,Sindh,Karachi,ssp245,108.6
2037-04,Sindh,Karachi,ssp245,106.0
2037-05,Sindh,Karachi,ssp245,104.1
2037-06,Sindh,Karachi,ssp245,84.5
2037-07,Sindh,Karachi,ssp245,92.1
2037-08,Sindh,Karachi,ssp245,65.1
2037-09,Sindh,Karachi,ssp245,56.8
2037-10,Sindh,Karachi,ssp245,47.2
2037-11,Sindh,Karachi,ssp245,57.9
2037-12,Sindh,Karachi,ssp245,81.6
2038-01,Sindh,Karachi,ssp245,78.8
2038-02,Sindh,Karachi,ssp245,88.0
2038-03,Sindh,Karachi,ssp245,113.8
2038-04,Sindh,Karachi,ssp245,112.9
2038-05,Sindh,Karachi,ssp245,116.1
2038-06,Sindh,Karachi,ssp245,109.3
2038-07,Sindh,Karachi,ssp245,90.2
2038-08,Sindh,Karachi,ssp245,66.6
2038-09,Sindh,Karachi,ssp245,67.1
2038-10,Sindh,Karachi,ssp245,69.0
2038-11,Sindh,Karachi,ssp245,63.4
2038-12,Sindh,Karachi,ssp245,65.7
2039-01,Sindh,Karachi,ssp245,100.1
2039-02,Sindh,Karachi,ssp245,100.2
2039-03,Sindh,Karachi,ssp245,109.8
2039-04,Sindh,Karachi,ssp245,116.9
2039-05,Sindh,Karachi,ssp245,122.1
2039-06,Sindh,Karachi,ssp245,106.3
2039-07,Sindh,Karachi,ssp245,88.4
2039-08,Sindh,Karachi,ssp245,84.2
2039-09,Sindh,Karachi,ssp245,87.2
2039-10,Sindh,Karachi,ssp245,77.4
2039-11,Sindh,Karachi,ssp245,74.9
2039-12,Sindh,Karachi,ssp245,69.3
2040-01,Sindh,Karachi,ssp245,123.3
2040-02,Sindh,Karachi,ssp245,94.6
2040-03,Sindh,Karachi,ssp245,111.1
2040-04,Sindh,Karachi,ssp245,111.8
2040-05,Sindh,Karachi,ssp245,128.1
2040-06,Sindh,Karachi,ssp245,108.5
2040-07,Sindh,Karachi,ssp245,80.2
2040-08,Sindh,Karachi,ssp245,81.7
2040-09,Sindh,Karachi,ssp245,74.7
2040-10,Sindh,Karachi,ssp245,64.0
2040-11,Sindh,Karachi,ssp245,59.9
2040-12,Sindh,Karachi,ssp245,73.6
2041-01,Sindh,Karachi,ssp245,89.0
2041-02,Sindh,Karachi,ssp245,105.8
2041-03,Sindh,Karachi,ssp245,110.8
2041-04,Sindh,Karachi,ssp245,124.9
2041-05,Sindh,Karachi,ssp245,107.3
2041-06,Sindh,Karachi,ssp245,91.4
2041-07,Sindh,Karachi,ssp245,86.9
2041-08,Sindh,Karachi,ssp245,91.7
2041-09,Sindh,Karachi,ssp245,66.2
2041-10,Sindh,Karachi,ssp245,87.4
2041-11,Sindh,Karachi,ssp245,75.3
2041-12,Sindh,Karachi,ssp245,70.9
2042-01,Sindh,Karachi,ssp245,86.6
2042-02,Sindh,Karachi,ssp245,108.7
2042-03,Sindh,Karachi,ssp245,106.2
2042-04,Sindh,Karachi,ssp245,139.6
2042-05,Sindh,Karachi,ssp245,107.9
2042-06,Sindh,Karachi,ssp245,112.7
2042-07,Sindh,Karachi,ssp245,106.4
2042-08,Sindh,Karachi,ssp245,80.4
2042-09,Sindh,Karachi,ssp245,63.6
2042-10,Sindh,Karachi,ssp245,66.3
2042-11,Sindh,Karachi,ssp245,75.2
2042-12,Sindh,Karachi,ssp245,89.0
2043-01,Sindh,Karachi,ssp245,95.1
2043-02,Sindh,Karachi,ssp245,95.8
2043-03,Sindh,Karachi,ssp245,117.4
2043-04,Sindh,Karachi,ssp245,114.9
2043-05,Sindh,Karachi,ssp245,98.8
2043-06,Sindh,Karachi,ssp245,102.0
2043-07,Sindh,Karachi,ssp245,83.0
2043-08,Sindh,Karachi,ssp245,87.2
2043-09,Sindh,Karachi,ssp245,89.3
2043-10,Sindh,Karachi,ssp245,85.2
2043-11,Sindh,Karachi,ssp245,68.3
2043-12,Sindh,Karachi,ssp245,78.7
2044-01,Sindh,Karachi,ssp245,101.4
2044-02,Sindh,Karachi,ssp245,117.5
2044-03,Sindh,Karachi,ssp245,114.5
2044-04,Sindh,Karachi,ssp245,120.4
2044-05,Sindh,Karachi,ssp245,136.8
2044-06,Sindh,Karachi,ssp245,107.9
2044-07,Sindh,Karachi,ssp245,92.0
2044-08,Sindh,Karachi,ssp245,84.3
2044-09,Sindh,Karachi,ssp245,78.8
2044-10,Sindh,Karachi,ssp245,61.9
2044-11,Sindh,Karachi,ssp245,72.0
2044-12,Sindh,Karachi,ssp245,73.7
2045-01,Sindh,Karachi,ssp245,94.2
2045-02,Sindh,Karachi,ssp245,125.3
2045-03,Sindh,Karachi,ssp245,125.2
2045-04,Sindh,Karachi,ssp245,121.7
2045-05,Sindh,Karachi,ssp245,111.3
2045-06,Sindh,Karachi,ssp245,107.2
2045-07,Sindh,Karachi,ssp245,105.9
2045-08,Sindh,Karachi,ssp245,79.5
2045-09,Sindh,Karachi,ssp245,87.1
2045-10,Sindh,Karachi,ssp245,59.9
2045-11,Sindh,Karachi,ssp245,72.6
2045-12,Sindh,Karachi,ssp245,99.2
2046-01,Sindh,Karachi,ssp245,80.6
2046-02,Sindh,Karachi,ssp245,120.5
2046-03,Sindh,Karachi,ssp245,104.3
2046-04,Sindh,Karachi,ssp245,122.7
2046-05,Sindh,Karachi,ssp245,118.7
2046-06,Sindh,Karachi,ssp245,117.7
2046-07,Sindh,Karachi,ssp245,71.4
2046-08,Sindh,Karachi,ssp245,69.0
2046-09,Sindh,Karachi,ssp245,71.1
2046-10,Sindh,Karachi,ssp245,72.8
2046-11,Sindh,Karachi,ssp245,68.5
2046-12,Sindh,Karachi,ssp245,83.6
2047-01,Sindh,Karachi,ssp245,88.5
2047-02,Sindh,Karachi,ssp245,108.0
2047-03,Sindh,Karachi,ssp245,113.8
2047-04,Sindh,Karachi,ssp245,126.5
2047-05,Sindh,Karachi,ssp245,126.0
2047-06,Sindh,Karachi,ssp245,123.8
2047-07,Sindh,Karachi,ssp245,93.4
2047-08,Sindh,Karachi,ssp245,83.5
2047-09,Sindh,Karachi,ssp245,77.2
2047-10,Sindh,Karachi,ssp245,70.9
2047-11,Sindh,Karachi,ssp245,76.5
2047-12,Sindh,Karachi,ssp245,73.3
2048-01,Sindh,Karachi,ssp245,102.5
2048-02,Sindh,Karachi,ssp245,104.7
2048-03,Sindh,Karachi,ssp245,113.8
2048-04,Sindh,Karachi,ssp245,112.0
2048-05,Sindh,Karachi,ssp245,131.8
2048-06,Sindh,Karachi,ssp245,111.5
2048-07,Sindh,Karachi,ssp245,109.6
2048-08,Sindh,Karachi,ssp245,89.4
2048-09,Sindh,Karachi,ssp245,63.4
2048-10,Sindh,Karachi,ssp245,65.2
2048-11,Sindh,Karachi,ssp245,84.3
2048-12,Sindh,Karachi,ssp245,81.0
2049-01,Sindh,Karachi,ssp245,91.2
2049-02,Sindh,Karachi,ssp245,111.8
2049-03,Sindh,Karachi,ssp245,121.3
2049-04,Sindh,Karachi,ssp245,117.8
2049-05,Sindh,Karachi,ssp245,120.2
2049-06,Sindh,Karachi,ssp245,109.6
2049-07,Sindh,Karachi,ssp245,79.0
2049-08,Sindh,Karachi,ssp245,92.3
2049-09,Sindh,Karachi,ssp245,71.9
2049-10,Sindh,Karachi,ssp245,86.3
2049-11,Sindh,Karachi,ssp245,69.2
2049-12,Sindh,Karachi,ssp245,75.1
2050-01,Sindh,Karachi,ssp245,111.3
2050-02,Sindh,Karachi,ssp245,100.9
2050-03,Sindh,Karachi,ssp245,118.4
2050-04,Sindh,Karachi,ssp245,132.4
2050-05,Sindh,Karachi,ssp245,121.2
2050-06,Sindh,Karachi,ssp245,100.7
2050-07,Sindh,Karachi,ssp245,103.4
2050-08,Sindh,Karachi,ssp245,87.4
2050-09,Sindh,Karachi,ssp245,90.5
2050-10,Sindh,Karachi,ssp245,81.3
2050-11,Sindh,Karachi,ssp245,105.4
2050-12,Sindh,Karachi,ssp245,75.5
2051-01,Sindh,Karachi,ssp245,102.1
2051-02,Sindh,Karachi,ssp245,106.3
2051-03,Sindh,Karachi,ssp245,134.5
2051-04,Sindh,Karachi,ssp245,135.2
2051-05,Sindh,Karachi,ssp245,131.3
2051-06,Sindh,Karachi,ssp245,109.0
2051-07,Sindh,Karachi,ssp245,96.5
2051-08,Sindh,Karachi,ssp245,72.9
2051-09,Sindh,Karachi,ssp245,95.0
2051-10,Sindh,Karachi,ssp245,81.5
2051-11,Sindh,Karachi,ssp245,78.6
2051-12,Sindh,Karachi,ssp245,98.2
2052-01,Sindh,Karachi,ssp245,109.6
2052-02,Sindh,Karachi,ssp245,124.4
2052-03,Sindh,Karachi,ssp245,112.0
2052-04,Sindh,Karachi,ssp245,123.2
2052-05,Sindh,Karachi,ssp245,127.5
2052-06,Sindh,Karachi,ssp245,119.5
2052-07,Sindh,Karachi,ssp245,111.8
2052-08,Sindh,Karachi,ssp245,82.4
2052-09,Sindh,Karachi,ssp245,82.7
2052-10,Sindh,Karachi,ssp245,96.8
2052-11,Sindh,Karachi,ssp245,87.6
2052-12,Sindh,Karachi,ssp245,98.6
2053-01,Sindh,Karachi,ssp245,104.0
2053-02,Sindh,Karachi,ssp245,123.6
2053-03,Sindh,Karachi,ssp245,141.9
2053-04,Sindh,Karachi,ssp245,131.1
2053-05,Sindh,Karachi,ssp245,137.1
2053-06,Sindh,Karachi,ssp245,110.1
2053-07,Sindh,Karachi,ssp245,109.7
2053-08,Sindh,Karachi,ssp245,99.5
2053-09,Sindh,Karachi,ssp245,76.2
2053-10,Sindh,Karachi,ssp245,88.4
2053-11,Sindh,Karachi,ssp245,77.0
2053-12,Sindh,Karachi,ssp245,85.4
2054-01,Sindh,Karachi,ssp245,105.2
2054-02,Sindh,Karachi,ssp245,134.4
2054-03,Sindh,Karachi,ssp245,130.2
2054-04,Sindh,Karachi,ssp245,139.0
2054-05,Sindh,Karachi,ssp245,121.6
2054-06,Sindh,Karachi,ssp245,119.1
2054-07,Sindh,Karachi,ssp245,95.7
2054-08,Sindh,Karachi,ssp245,88.0
2054-09,Sindh,Karachi,ssp245,90.5
2054-10,Sindh,Karachi,ssp245,79.8
2054-11,Sindh,Karachi,ssp245,95.9
2054-12,Sindh,Karachi,ssp245,91.5
2055-01,Sindh,Karachi,ssp245,104.5
2055-02,Sindh,Karachi,ssp245,129.8
2055-03,Sindh,Karachi,ssp245,123.1
2055-04,Sindh,Karachi,ssp245,119.3
2055-05,Sindh,Karachi,ssp245,139.7
2055-06,Sindh,Karachi,ssp245,122.9
2055-07,Sindh,Karachi,ssp245,88.4
2055-08,Sindh,Karachi,ssp245,94.2
2055-09,Sindh,Karachi,ssp245,81.1
2055-10,Sindh,Karachi,ssp245,95.8
2055-11,Sindh,Karachi,ssp245,78.5
2055-12,Sindh,Karachi,ssp245,89.2
2056-01,Sindh,Karachi,ssp245,99.4
2056-02,Sindh,Karachi,ssp245,111.2
2056-03,Sindh,Karachi,ssp245,123.6
2056-04,Sindh,Karachi,ssp245,121.0
2056-05,Sindh,Karachi,ssp245,121.0
2056-06,Sindh,Karachi,ssp245,106.8
2056-07,Sindh,Karachi,ssp245,95.0
2056-08,Sindh,Karachi,ssp245,81.6
2056-09,Sindh,Karachi,ssp245,81.0
2056-10,Sindh,Karachi,ssp245,76.3
2056-11,Sindh,Karachi,ssp245,75.3
2056-12,Sindh,Karachi,ssp245,99.1
2057-01,Sindh,Karachi,ssp245,107.6
2057-02,Sindh,Karachi,ssp245,117.4
2057-03,Sindh,Karachi,ssp245,126.6
2057-04,Sindh,Karachi,ssp245,147.5
2057-05,Sindh,Karachi,ssp245,132.7
2057-06,Sindh,Karachi,ssp245,125.3
2057-07,Sindh,Karachi,ssp245,86.7
2057-08,Sindh,Karachi,ssp245,90.2
2057-09,Sindh,Karachi,ssp245,68.1
2057-10,Sindh,Karachi,ssp245,79.4
2057-11,Sindh,Karachi,ssp245,89.7
2057-12,Sindh,Karachi,ssp245,90.4
2058-01,Sindh,Karachi,ssp245,113.4
2058-02,Sindh,Karachi,ssp245,113.3
2058-03,Sindh,Karachi,ssp245,136.3
2058-04,Sindh,Karachi,ssp245,121.9
2058-05,Sindh,Karachi,ssp245,129.4
2058-06,Sindh,Karachi,ssp245,125.8
2058-07,Sindh,Karachi,ssp245,114.0
2058-08,Sindh,Karachi,ssp245,95.6
2058-09,Sindh,Karachi,ssp245,103.7
2058-10,Sindh,Karachi,ssp245,80.5
2058-11,Sindh,Karachi,ssp245,83.7
2058-12,Sindh,Karachi,ssp245,73.8
2059-01,Sindh,Karachi,ssp245,124.9
2059-02,Sindh,Karachi,ssp245,119.8
2059-03,Sindh,Karachi,ssp245,122.5
2059-04,Sindh,Karachi,ssp245,147.1
2059-05,Sindh,Karachi,ssp245,143.0
2059-06,Sindh,Karachi,ssp245,124.2
2059-07,Sindh,Karachi,ssp245,98.4
2059-08,Sindh,Karachi,ssp245,101.2
2059-09,Sindh,Karachi,ssp245,83.1
2059-10,Sindh,Karachi,ssp245,75.1
2059-11,Sindh,Karachi,ssp245,97.3
2059-12,Sindh,Karachi,ssp245,80.0
2060-01,Sindh,Karachi,ssp245,115.7
2060-02,Sindh,Karachi,ssp245,127.8
2060-03,Sindh,Karachi,ssp245,150.7
2060-04,Sindh,Karachi,ssp245,139.7
2060-05,Sindh,Karachi,ssp245,116.2
2060-06,Sindh,Karachi,ssp245,117.2
2060-07,Sindh,Karachi,ssp245,112.0
2060-08,Sindh,Karachi,ssp245,101.6
2060-09,Sindh,Karachi,ssp245,97.5
2060-10,Sindh,Karachi,ssp245,69.4
2060-11,Sindh,Karachi,ssp245,86.6
2060-12,Sindh,Karachi,ssp245,107.1
2061-01,Sindh,Karachi,ssp245,124.9
2061-02,Sindh,Karachi,ssp245,140.5
2061-03,Sindh,Karachi,ssp245,131.1
2061-04,Sindh,Karachi,ssp245,147.1
2061-05,Sindh,Karachi,ssp245,148.9
2061-06,Sindh,Karachi,ssp245,135.3
2061-07,Sindh,Karachi,ssp245,118.5
2061-08,Sindh,Karachi,ssp245,106.5
2061-09,Sindh,Karachi,ssp245,83.6
2061-10,Sindh,Karachi,ssp245,74.7
2061-11,Sindh,Karachi,ssp245,98.7
2061-12,Sindh,Karachi,ssp245,97.0
2062-01,Sindh,Karachi,ssp245,112.6
2062-02,Sindh,Karachi,ssp245,120.9
2062-03,Sindh,Karachi,ssp245,132.0
2062-04,Sindh,Karachi,ssp245,140.8
2062-05,Sindh,Karachi,ssp245,126.9
2062-06,Sindh,Karachi,ssp245,126.7
2062-07,Sindh,Karachi,ssp245,115.4
2062-08,Sindh,Karachi,ssp245,99.9
2062-09,Sindh,Karachi,ssp245,84.9
2062-10,Sindh,Karachi,ssp245,94.4
2062-11,Sindh,Karachi,ssp245,107.1
2062-12,Sindh,Karachi,ssp245,95.8
2063-01,Sindh,Karachi,ssp245,124.2
2063-02,Sindh,Karachi,ssp245,134.3
2063-03,Sindh,Karachi,ssp245,113.9
2063-04,Sindh,Karachi,ssp245,133.4
2063-05,Sindh,Karachi,ssp245,131.1
2063-06,Sindh,Karachi,ssp245,133.7
2063-07,Sindh,Karachi,ssp245,115.9
2063-08,Sindh,Karachi,ssp245,105.5
2063-09,Sindh,Karachi,ssp245,97.5
2063-10,Sindh,Karachi,ssp245,81.2
2063-11,Sindh,Karachi,ssp245,86.0
2063-12,Sindh,Karachi,ssp245,91.5
2064-01,Sindh,Karachi,ssp245,113.3
2064-02,Sindh,Karachi,ssp245,126.7
2064-03,Sindh,Karachi,ssp245,138.7
2064-04,Sindh,Karachi,ssp245,134.6
2064-05,Sindh,Karachi,ssp245,145.0
2064-06,Sindh,Karachi,ssp245,135.8
2064-07,Sindh,Karachi,ssp245,128.3
2064-08,Sindh,Karachi,ssp245,108.4
2064-09,Sindh,Karachi,ssp245,94.7
2064-10,Sindh,Karachi,ssp245,95.4
2064-11,Sindh,Karachi,ssp245,98.4
2064-12,Sindh,Karachi,ssp245,97.3
2065-01,Sindh,Karachi,ssp245,126.6
2065-02,Sindh,Karachi,ssp245,143.2
2065-03,Sindh,Karachi,ssp245,154.8
2065-04,Sindh,Karachi,ssp245,142.0
2065-05,Sindh,Karachi,ssp245,141.1
2065-06,Sindh,Karachi,ssp245,132.5
2065-07,Sindh,Karachi,ssp245,116.2
2065-08,Sindh,Karachi,ssp245,108.6
2065-09,Sindh,Karachi,ssp245,93.0
2065-10,Sindh,Karachi,ssp245,89.1
2065-11,Sindh,Karachi,ssp245,109.0
2065-12,Sindh,Karachi,ssp245,105.1
2066-01,Sindh,Karachi,ssp245,117.3
2066-02,Sindh,Karachi,ssp245,137.1
2066-03,Sindh,Karachi,ssp245,140.4
2066-04,Sindh,Karachi,ssp245,145.1
2066-05,Sindh,Karachi,ssp245,138.8
2066-06,Sindh,Karachi,ssp245,119.7
2066-07,Sindh,Karachi,ssp245,116.9
2066-08,Sindh,Karachi,ssp245,94.8
2066-09,Sindh,Karachi,ssp245,96.8
2066-10,Sindh,Karachi,ssp245,81.7
2066-11,Sindh,Karachi,ssp245,102.9
2066-12,Sindh,Karachi,ssp245,111.0
2067-01,Sindh,Karachi,ssp245,120.0
2067-02,Sindh,Karachi,ssp245,129.8
2067-03,Sindh,Karachi,ssp245,143.6
2067-04,Sindh,Karachi,ssp245,127.1
2067-05,Sindh,Karachi,ssp245,131.0
2067-06,Sindh,Karachi,ssp245,129.7
2067-07,Sindh,Karachi,ssp245,121.0
2067-08,Sindh,Karachi,ssp245,104.7
2067-09,Sindh,Karachi,ssp245,87.5
2067-10,Sindh,Karachi,ssp245,93.7
2067-11,Sindh,Karachi,ssp245,92.3
2067-12,Sindh,Karachi,ssp245,96.6
2068-01,Sindh,Karachi,ssp245,121.4
2068-02,Sindh,Karachi,ssp245,129.8
2068-03,Sindh,Karachi,ssp245,151.1
2068-04,Sindh,Karachi,ssp245,150.2
2068-05,Sindh,Karachi,ssp245,147.4
2068-06,Sindh,Karachi,ssp245,134.6
2068-07,Sindh,Karachi,ssp245,112.0
2068-08,Sindh,Karachi,ssp245,98.4
2068-09,Sindh,Karachi,ssp245,84.6
2068-10,Sindh,Karachi,ssp245,117.8
2068-11,Sindh,Karachi,ssp245,88.0
2068-12,Sindh,Karachi,ssp245,104.8
2069-01,Sindh,Karachi,ssp245,116.5
2069-02,Sindh,Karachi,ssp245,130.2
2069-03,Sindh,Karachi,ssp245,137.1
2069-04,Sindh,Karachi,ssp245,129.8
2069-05,Sindh,Karachi,ssp245,133.8
2069-06,Sindh,Karachi,ssp245,121.1
2069-07,Sindh,Karachi,ssp245,119.0
2069-08,Sindh,Karachi,ssp245,101.5
2069-09,Sindh,Karachi,ssp245,92.1
2069-10,Sindh,Karachi,ssp245,96.4
2069-11,Sindh,Karachi,ssp245,93.2
2069-12,Sindh,Karachi,ssp245,115.4
2070-01,Sindh,Karachi,ssp245,117.3
2070-02,Sindh,Karachi,ssp245,135.4
2070-03,Sindh,Karachi,ssp245,131.8
2070-04,Sindh,Karachi,ssp245,152.1
2070-05,Sindh,Karachi,ssp245,139.7
2070-06,Sindh,Karachi,ssp245,137.2
2070-07,Sindh,Karachi,ssp245,123.8
2070-08,Sindh,Karachi,ssp245,106.8
2070-09,Sindh,Karachi,ssp245,100.7
2070-10,Sindh,Karachi,ssp245,92.3
2070-11,Sindh,Karachi,ssp245,110.4
2070-12,Sindh,Karachi,ssp245,116.4
2071-01,Sindh,Karachi,ssp245,125.6
2071-02,Sindh,Karachi,ssp245,124.5
2071-03,Sindh,Karachi,ssp245,134.7
2071-04,Sindh,Karachi,ssp245,141.9
2071-05,Sindh,Karachi,ssp245,142.0
2071-06,Sindh,Karachi,ssp245,138.5
2071-07,Sindh,Karachi,ssp245,114.4
2071-08,Sindh,Karachi,ssp245,119.1
2071-09,Sindh,Karachi,ssp245,99.9
2071-10,Sindh,Karachi,ssp245,79.5
2071-11,Sindh,Karachi,ssp245,96.0
2071-12,Sindh,Karachi,ssp245,87.7
2072-01,Sindh,Karachi,ssp245,116.1
2072-02,Sindh,Karachi,ssp245,130.8
2072-03,Sindh,Karachi,ssp245,139.8
2072-04,Sindh,Karachi,ssp245,145.7
2072-05,Sindh,Karachi,ssp245,141.7
2072-06,Sindh,Karachi,ssp245,130.7
2072-07,Sindh,Karachi,ssp245,135.6
2072-08,Sindh,Karachi,ssp245,120.4
2072-09,Sindh,Karachi,ssp245,91.2
2072-10,Sindh,Karachi,ssp245,108.0
2072-11,Sindh,Karachi,ssp245,87.3
2072-12,Sindh,Karachi,ssp245,103.6
2073-01,Sindh,Karachi,ssp245,136.3
2073-02,Sindh,Karachi,ssp245,117.5
2073-03,Sindh,Karachi,ssp245,150.7
2073-04,Sindh,Karachi,ssp245,138.8
2073-05,Sindh,Karachi,ssp245,144.8
2073-06,Sindh,Karachi,ssp245,135.2
2073-07,Sindh,Karachi,ssp245,138.2
2073-08,Sindh,Karachi,ssp245,104.3
2073-09,Sindh,Karachi,ssp245,101.2
2073-10,Sindh,Karachi,ssp245,103.7
2073-11,Sindh,Karachi,ssp245,99.8
2073-12,Sindh,Karachi,ssp245,104.5
2074-01,Sindh,Karachi,ssp245,123.9
2074-02,Sindh,Karachi,ssp245,138.1
2074-03,Sindh,Karachi,ssp245,154.3
2074-04,Sindh,Karachi,ssp245,142.4
2074-05,Sindh,Karachi,ssp245,143.2
2074-06,Sindh,Karachi,ssp245,140.4
2074-07,Sindh,Karachi,ssp245,123.4
2074-08,Sindh,Karachi,ssp245,110.5
2074-09,Sindh,Karachi,ssp245,102.6
2074-10,Sindh,Karachi,ssp245,93.5
2074-11,Sindh,Karachi,ssp245,96.1
2074-12,Sindh,Karachi,ssp245,116.1
2075-01,Sindh,Karachi,ssp245,116.1
2075-02,Sindh,Karachi,ssp245,148.1
2075-03,Sindh,Karachi,ssp245,149.6
2075-04,Sindh,Karachi,ssp245,140.6
2075-05,Sindh,Karachi,ssp245,150.3
2075-06,Sindh,Karachi,ssp245,140.0
2075-07,Sindh,Karachi,ssp245,132.2
2075-08,Sindh,Karachi,ssp245,122.8
2075-09,Sindh,Karachi,ssp245,100.6
2075-10,Sindh,Karachi,ssp245,94.3
2075-11,Sindh,Karachi,ssp245,98.7
2075-12,Sindh,Karachi,ssp245,105.1
2076-01,Sindh,Karachi,ssp245,120.0
2076-02,Sindh,Karachi,ssp245,141.6
2076-03,Sindh,Karachi,ssp245,148.9
2076-04,Sindh,Karachi,ssp245,148.1
2076-05,Sindh,Karachi,ssp245,142.7
2076-06,Sindh,Karachi,ssp245,142.5
2076-07,Sindh,Karachi,ssp245,122.5
2076-08,Sindh,Karachi,ssp245,105.2
2076-09,Sindh,Karachi,ssp245,103.3
2076-10,Sindh,Karachi,ssp245,99.0
2076-11,Sindh,Karachi,ssp245,95.8
2076-12,Sindh,Karachi,ssp245,121.3
2077-01,Sindh,Karachi,ssp245,134.4
2077-02,Sindh,Karachi,ssp245,140.5
2077-03,Sindh,Karachi,ssp245,150.8
2077-04,Sindh,Karachi,ssp245,157.7
2077-05,Sindh,Karachi,ssp245,149.6
2077-06,Sindh,Karachi,ssp245,148.0
2077-07,Sindh,Karachi,ssp245,141.7
2077-08,Sindh,Karachi,ssp245,115.6
2077-09,Sindh,Karachi,ssp245,109.3
2077-10,Sindh,Karachi,ssp245,109.6
2077-11,Sindh,Karachi,ssp245,102.9
2077-12,Sindh,Karachi,ssp245,105.7
2078-01,Sindh,Karachi,ssp245,135.8
2078-02,Sindh,Karachi,ssp245,127.9
2078-03,Sindh,Karachi,ssp245,165.7
2078-04,Sindh,Karachi,ssp245,161.5
2078-05,Sindh,Karachi,ssp245,152.4
2078-06,Sindh,Karachi,ssp245,141.9
2078-07,Sindh,Karachi,ssp245,143.4
2078-08,Sindh,Karachi,ssp245,107.9
2078-09,Sindh,Karachi,ssp245,96.8
2078-10,Sindh,Karachi,ssp245,98.1
2078-11,Sindh,Karachi,ssp245,104.5
2078-12,Sindh,Karachi,ssp245,107.7
2079-01,Sindh,Karachi,ssp245,130.5
2079-02,Sindh,Karachi,ssp245,143.3
2079-03,Sindh,Karachi,ssp245,144.8
2079-04,Sindh,Karachi,ssp245,168.7
2079-05,Sindh,Karachi,ssp245,140.1
2079-06,Sindh,Karachi,ssp245,131.7
2079-07,Sindh,Karachi,ssp245,132.8
2079-08,Sindh,Karachi,ssp245,115.1
2079-09,Sindh,Karachi,ssp245,111.0
2079-10,Sindh,Karachi,ssp245,98.9
